site,year,plot_name,tree_count,density,mean_height_cm,sd_height,mean_diameter_cm,sd_diameter,mean_biomass,sd_biomass,mean_carbon_Mg_ha,sd_carbon_Mg_ha,std_error
A,2010,Sample_Plot#01,86,0.5584415584415584,86.17441860465117,30.926931671266374,75.546511627907,39.192933629821944,0.9657441860465117,1.0947549195090789,0.06275581395348838,0.07109114879074965,0.007665955724324803
A,2010,Sample_Plot#02,122,0.7922077922077922,95.46721311475413,30.635469214413302,80.65573770491805,47.28020404016244,1.2030409836065574,2.4984077984252457,0.07814754098360656,0.1622882687811596,0.014692889488051053
A,2010,Sample_Plot#03,110,0.7142857142857143,91.60000000000004,29.65062618272206,73.37272727272723,39.87684230385817,0.9327545454545453,1.2939228823379951,0.060581818181818174,0.08406238201513432,0.008015033641430207
A,2010,Sample_Plot#04,96,0.6233766233766234,75.52083333333334,29.073040203368258,61.4375,32.39487045164631,0.6255729166666666,0.7274551712690895,0.04063541666666667,0.047243851126874126,0.004821805364368903
A,2010,Sample_Plot#05,84,0.5454545454545454,110.82142857142854,34.410757884352975,84.0833333333333,50.58720451897076,1.3287023809523812,2.2536580907213453,0.08630952380952381,0.14637935335602195,0.015971296831729972
A,2010,Sample_Plot#06,107,0.6948051948051948,77.53271028037385,26.49503967709319,63.10280373831773,34.77798440985419,0.6768411214953269,0.7745303768788956,0.04397196261682243,0.050312506030736816,0.004863893543524328
A,2010,Sample_Plot#07,141,0.9155844155844156,76.63120567375891,29.29222504047246,66.66666666666661,46.992805933715104,0.903113475177305,1.7259407914534146,0.05868085106382979,0.11212329432682171,0.009442484771363963
A,2017,Sample_Plot#08,203,1.3181818181818181,101.35960591133001,13.856897479764989,55.50738916256157,25.613534760976744,0.4798522167487685,1.315998043060521,0.03113793103448276,0.08547943235711279,0.005999480008704787
A,2017,Sample_Plot#09,202,1.3116883116883118,104.97524752475252,15.698159767554934,60.95544554455446,20.310353094796955,0.5216237623762376,0.641253302556412,0.03385643564356436,0.04166944289061524,0.0029318517708116
A,2017,Sample_Plot#12,298,1.9350649350649352,96.8087248322148,15.266002512508182,49.3791946308725,14.315604610917863,0.3211476510067114,0.2032982872874051,0.020859060402684572,0.013200357170062285,7.646761595059887e-4
A,2017,Sample_Plot#13,183,1.1883116883116882,84.13114754098358,15.6491147906474,54.10928961748634,16.69503680403815,0.3955846994535519,0.2680318420188832,0.02572677595628415,0.017404107573430774,0.0012865486520261603
A,2017,Sample_Plot#14,160,1.0389610389610389,108.31874999999998,15.539914877582692,65.8375,16.418231735888412,0.5805625,0.3058017133586432,0.03773125,0.019845859436982135,0.0015689529486102602
A,2017,Sample_Plot#16,288,1.87012987012987,107.60069444444451,18.916567214891533,49.54166666666667,17.661696975933147,0.33942361111111113,0.3061587818752201,0.022059027777777785,0.01989869784822552,0.0011725420154385358
A,2017,Sample_Plot#17,223,1.448051948051948,105.67264573991022,23.608585926628805,47.461883408071714,17.48453963267336,0.3120403587443946,0.2867949689581227,0.020282511210762338,0.018623728180014645,0.0012471370825991998
A,2017,Sample_Plot#19,151,0.9805194805194806,131.4304635761589,36.94220890955219,50.88741721854304,22.592194240889956,0.386635761589404,0.43041596134350024,0.025092715231788076,0.027927131609094758,0.0022726777390064553
A,2017,Sample_Plot#23,129,0.8376623376623377,73.15503875968994,26.317903130640907,61.49612403100775,27.688875256761424,0.5849379844961241,0.7502341796059617,0.037984496124031014,0.048696602887182354,0.004287496814699869
A,2017,Sample_Plot#25,183,1.1883116883116882,52.97267759562837,19.069690494036376,50.97267759562836,27.150057513951396,0.4185628415300547,0.38414757228567803,0.027174863387978147,0.024971016646731545,0.001845910666262469
A,2017,Sample_Plot#26,245,1.5909090909090908,61.46938775510212,19.63759989259513,49.18775510204076,22.336598217718365,0.36170612244897965,0.37691419013438204,0.023510204081632645,0.024484122028685364,0.0015642331778725864
A,2017,Sample_Plot#27,119,0.7727272727272727,75.22689075630254,28.567623304496752,67.9495798319328,28.104480835665726,0.6984033613445378,0.6339584052992927,0.04538655462184875,0.04114363209243425,0.0037716305701416156
A,2017,Sample_Plot#28,143,0.9285714285714286,79.3006993006993,23.878517354660666,62.45454545454543,24.449639898476473,0.5722447552447553,0.4861112898831668,0.03718881118881118,0.031553654516798965,0.0026386491476197284
A,2017,Sample_Plot#29,108,0.7012987012987013,76.25925925925922,28.856515929607784,74.56481481481484,30.54344940956318,0.8489074074074073,0.7061169125224411,0.05512962962962963,0.04588528821559149,0.004415313917185885
A,2017,Sample_Plot#32,116,0.7532467532467533,65.29310344827589,19.34448230122091,69.59482758620692,22.645079491744035,0.6864396551724138,0.46997972738504734,0.04461206896551724,0.030556795743613925,0.0028371272596087434
A,2017,Sample_Plot#33,159,1.0324675324675325,66.92452830188682,17.399820735949582,53.25157232704403,26.342911172289366,0.4441132075471698,0.38670161494577665,0.028867924528301888,0.025133847571878445,0.0019932437672076325
A,2017,Sample_Plot#34,235,1.525974025974026,50.12765957446814,18.85484025149129,47.12340425531911,24.890136487059006,0.3534893617021277,0.3678335902279974,0.022970212765957454,0.023905153709737184,0.0015594002855519203
A,2017,Sample_Plot#35,322,2.090909090909091,63.19565217391308,18.142107259187767,54.229813664596215,28.467338982599287,0.4775993788819877,0.5947569919733361,0.031027950310559018,0.03861983205795231,0.002152199097921597
A,2019,Sample_Plot#01,105,0.6818181818181818,52.199999999999996,13.0843417870369,50.1809523809524,17.562405736062907,0.3458857142857143,0.22053790509211244,0.022466666666666666,0.014322566021348876,0.001397739322504455
A,2019,Sample_Plot#02,95,0.6168831168831169,61.47368421052632,13.88619558308022,61.41052631578946,20.723352403181,0.5291157894736842,0.3561865057462171,0.03440000000000001,0.023141746380338606,0.0023742930815672386
A,2019,Sample_Plot#03,77,0.5,53.76623376623377,13.416305970422806,47.75324675324676,18.907082941916823,0.3221558441558442,0.258445406274917,0.02090909090909091,0.016712099161182777,0.0019045204542590208
A,2019,Sample_Plot#04,186,1.2077922077922079,51.03225806451616,13.309579247235732,40.118279569892465,14.533725522544508,0.2161129032258064,0.17074701736989403,0.014053763440860225,0.011108181150064848,8.144913593957941e-4
A,2019,Sample_Plot#05,89,0.577922077922078,57.202247191011246,12.511067623291224,45.617977528089874,17.20036047321626,0.2882359550561797,0.21982658570667132,0.018764044943820224,0.014326566606316735,0.0015186130230465651
A,2019,Sample_Plot#06,126,0.8181818181818182,60.539682539682545,11.413431241235594,51.24603174603174,18.16135964422774,0.3648174603174603,0.2853338367819323,0.023714285714285722,0.01852041344802308,0.0016499295662834048
A,2019,Sample_Plot#07,144,0.935064935064935,60.63194444444443,13.919220764188157,61.395833333333314,21.241277518769216,0.5321875,0.351239025038207,0.03459027777777776,0.02279719440303066,0.001899766200252555
A,2019,Sample_Plot#08,176,1.1428571428571428,60.6931818181818,14.997415361737087,46.71022727272729,18.01590116550362,0.3056704545454545,0.23461234757864655,0.01990909090909092,0.015223017432173556,0.001147478113626346
A,2020,Sample_Plot#01,79,0.512987012987013,32.746835443037966,8.467840148483326,34.41772151898735,14.167141103612233,0.16169620253164557,0.12801786277907687,0.010443037974683544,0.008287690648993314,9.324380475800125e-4
A,2020,Sample_Plot#02,101,0.6558441558441559,44.920792079207935,11.955486747361507,40.85148514851487,21.147759284904804,0.2562871287128713,0.23693916251365715,0.016633663366336628,0.015388127093494667,0.001531175874570514
A,2020,Sample_Plot#03,69,0.44805194805194803,50.75362318840578,10.201507669863213,53.84057971014492,17.783521113334274,0.39743478260869564,0.25645475912577814,0.02584057971014493,0.01658899634272653,0.0019970804765558387
A,2020,Sample_Plot#04,111,0.7207792207792207,42.33333333333335,12.083296760655207,39.459459459459445,17.847731602125894,0.22385585585585588,0.16820354805720833,0.014549549549549547,0.010950084050103937,0.001039335983031806
A,2020,Sample_Plot#05,86,0.5584415584415584,47.09302325581397,13.14142789893786,47.40697674418603,16.06631690798137,0.30302325581395345,0.19716675395352298,0.019662790697674418,0.012802215309323047,0.0013804983799518193
A,2020,Sample_Plot#06,100,0.6493506493506493,39.109999999999985,12.057015226067197,34.589999999999975,18.3204334781763,0.18156,0.17065206613682607,0.011719999999999996,0.011139229068585693,0.0011139229068585694
A,2020,Sample_Plot#07,99,0.6428571428571429,39.84848484848484,10.414240286363428,42.010101010100996,17.24877691582025,0.24716161616161617,0.1664786991994991,0.01606060606060606,0.010831565908819731,0.0010886133336836345
A,2020,Sample_Plot#08,161,1.0454545454545454,50.45962732919253,11.53635221204035,51.55900621118016,22.382985926953783,0.3920683229813665,0.28255453288311455,0.02544720496894409,0.01837011861050372,0.001447768164078455
A,2020,Sample_Plot#09,171,1.1103896103896105,43.959064327485386,15.088896082938604,36.68421052631575,25.561799090741207,0.24470760233918137,0.26110071732747747,0.015923976608187135,0.016980613807222565,0.001298539992718853
A,2020,Sample_Plot#10,87,0.564935064935065,52.49425287356323,10.821891640535743,50.65517241379311,18.106164687178513,0.35508045977011493,0.24754817329584916,0.023057471264367815,0.016078554489175136,0.0017238019809917159
A,2020,Sample_Plot#11,92,0.5974025974025974,42.95652173913044,10.861680848085902,47.1195652173913,18.055982778420038,0.3100760869565218,0.23811273688284404,0.020130434782608703,0.015478604440106429,0.001613756067625014
A,2020,Sample_Plot#12,98,0.6363636363636364,39.90816326530611,12.91533631213465,38.67346938775512,23.716006822225303,0.2501632653061225,0.25819283506702795,0.016234693877551026,0.016792119543741414,0.0016962602285535298
A,2020,Sample_Plot#13,112,0.7272727272727273,53.553571428571416,14.932785916837332,45.40178571428573,23.43419378224773,0.3225803571428571,0.4229757439511662,0.020955357142857147,0.02747230821737079,0.002595889124431403
A,2020,Sample_Plot#14,106,0.6883116883116883,31.537735849056592,12.268561857972315,26.5,20.130171621817077,0.13028301886792454,0.1710038570835942,0.00846226415094339,0.011165571683316262,0.0010844961921141684
A,2020,Sample_Plot#15,78,0.5064935064935064,43.53846153846153,12.62104232188092,32.66666666666666,14.331571420955186,0.14783333333333332,0.1412006416845236,0.009589743589743592,0.00917426651930094,0.001038781128492613
A,2020,Sample_Plot#16,68,0.44155844155844154,42.98529411764705,13.5486879323543,34.80882352941177,16.21797174588989,0.1730294117647059,0.14154614991186687,0.011294117647058823,0.009239853367592433,0.0011204968058765483
A,2020,Sample_Plot#17,130,0.8441558441558441,38.63076923076921,12.570507172206211,38.553846153846145,22.047890629637518,0.23826923076923076,0.21888228362449763,0.015423076923076928,0.014239297835997871,0.001248869035636316
A,2020,Sample_Plot#18,61,0.3961038961038961,39.9672131147541,10.235505545428216,40.622950819672134,13.17214729954362,0.21572131147540982,0.1367296762651938,0.014049180327868853,0.00890398081292519,0.0011400379222693121
A,2020,Sample_Plot#19,102,0.6623376623376623,38.32352941176471,12.089731969861317,41.53921568627452,21.057051954215332,0.26264705882352946,0.23292172003600517,0.01705882352941177,0.015190423982905515,0.0015040760983447844
A,2020,Sample_Plot#20,78,0.5064935064935064,42.34615384615383,11.678403781558286,39.10256410256411,16.006970676024565,0.2118717948717949,0.175463938573126,0.013743589743589744,0.011365744726156446,0.0012869171729377
A,2020,Sample_Plot#21,90,0.5844155844155844,42.3111111111111,10.626069748600486,48.088888888888874,17.381796266444663,0.31782222222222223,0.21900462145745997,0.020655555555555566,0.01422386119223539,0.0014993266163180648
A,2020,Sample_Plot#22,69,0.44805194805194803,47.44927536231883,11.570164765571503,42.115942028985515,15.913863944487174,0.24207246376811592,0.16616728980516446,0.01573913043478261,0.010795767381264918,0.0012996576659090977
A,2020,Sample_Plot#23,219,1.422077922077922,44.16894977168947,12.80351672920686,41.60273972602737,26.970969642722224,0.3053744292237443,0.3237411987171323,0.019853881278538807,0.021009316871736548,0.0014196780704871343
A,2020,Sample_Plot#24,134,0.8701298701298701,45.111940298507484,13.82145028339134,43.30597014925371,21.122353057265993,0.28204477611940304,0.2322645259399288,0.018335820895522402,0.015110591828624367,0.0013053563172596297
A,2020,Sample_Plot#25,91,0.5909090909090909,51.05494505494506,11.276684537736,53.263736263736256,17.951685259690905,0.3893736263736263,0.24165166152734296,0.02530769230769231,0.01564515708361345,0.001640058093888449
A,2020,Sample_Plot#26,161,1.0454545454545454,45.826086956521735,14.48601274393307,40.19875776397512,23.34518683684508,0.2634534161490683,0.23811614682520368,0.017124223602484476,0.015474074190389858,0.0012195278896362134
A,2020,Sample_Plot#27,109,0.7077922077922078,52.55045871559635,14.005611467030256,43.394495412844066,18.741920900713186,0.2699449541284404,0.19725405853508485,0.017559633027522926,0.012825344694422479,0.0012284452265339486
A,2020,Sample_Plot#28,88,0.5714285714285714,43.14772727272728,11.380099359935583,45.72727272727272,15.290841126685823,0.2798636363636364,0.18787310353082218,0.01820454545454545,0.012210942041388125,0.001301690795300394
A,2020,Sample_Plot#29,111,0.7207792207792207,49.6846846846847,11.730288675035773,52.081081081081095,23.188608149510564,0.4042882882882883,0.31079383366374413,0.026270270270270266,0.020168808476973433,0.0019143385830720117
A,2020,Sample_Plot#30,95,0.6168831168831169,49.757894736842104,10.516163637390601,48.03157894736843,15.467503774440083,0.3089473684210527,0.20521941389338827,0.02007368421052632,0.013288326428144301,0.0013633535250717093
A,2020,Sample_Plot#31,198,1.2857142857142858,33.88383838383841,12.837984621871637,25.373737373737345,22.900396050300664,0.13999494949494953,0.19865758867411698,0.009035353535353513,0.01294360130910241,9.198616904406836e-4
A,2020,Sample_Plot#32,110,0.7142857142857143,43.46363636363636,13.523121397947284,37.918181818181836,18.3023194089289,0.2108090909090909,0.16664099165596505,0.013654545454545457,0.010843707314548973,0.0010339069253151232
A,2020,Sample_Plot#33,135,0.8766233766233766,66.79259259259256,15.334137263516412,52.24444444444446,20.638489859521993,0.39025925925925925,0.2842782682083992,0.02534814814814816,0.018457825472463385,0.001588596681378972
A,2020,Sample_Plot#34,83,0.538961038961039,46.566265060240944,13.427486163113095,37.987951807228924,21.02698265116237,0.22667469879518073,0.19685330110750077,0.01467469879518072,0.012860516654772518,0.0014116250936961935
A,2020,Sample_Plot#35,97,0.6298701298701299,40.670103092783506,11.042268835295028,42.56701030927834,15.194507790985176,0.24395876288659793,0.16003892218807356,0.01584536082474227,0.010365548110392716,0.0010524619523395277
A,2020,Sample_Plot#36,95,0.6168831168831169,39.25263157894735,12.142740078670103,40.14736842105262,17.389755128426962,0.2284421052631579,0.15935399612380952,0.014821052631578947,0.010377941979566228,0.00106475438102307
A,2020,Sample_Plot#37,130,0.8441558441558441,38.93846153846155,13.192524219769568,36.46153846153847,21.466452589146517,0.2149,0.2061022870158852,0.013969230769230784,0.013416372308315135,0.0011766936923016547
A,2020,Sample_Plot#38,99,0.6428571428571429,50.05050505050503,9.305883301870681,53.191919191919204,17.16110740901086,0.38535353535353534,0.24985352088901808,0.024979797979797977,0.016185140450034486,0.0016266678197566161
A,2020,Sample_Plot#39,157,1.0194805194805194,44.71974522292991,12.751990490630638,49.65605095541402,24.42957260449745,0.3813184713375796,0.31425777509538994,0.02476433121019109,0.020387634552807444,0.0016271103741914536
A,2020,Sample_Plot#40,131,0.8506493506493507,51.984732824427454,15.183485326460369,49.06870229007635,26.623642136467485,0.38882442748091606,0.3222535428203182,0.025229007633587777,0.020985549931576974,0.001833516010648157
A,2020,Sample_Plot#41,79,0.512987012987013,40.1139240506329,12.721864221732956,37.16455696202533,18.082028462726242,0.2029493670886076,0.17832877291562993,0.013164556962025316,0.011603967468893975,0.001305548340199179
A,2020,Sample_Plot#42,74,0.4805194805194805,45.405405405405396,17.673537930592172,47.716216216216225,17.606443613624343,0.31421621621621626,0.22161544320046583,0.020472972972972975,0.014380564293396828,0.0016717066429110612
A,2020,Sample_Plot#43,99,0.6428571428571429,54.101010101010075,16.216327718801516,41.757575757575765,18.675035671408658,0.2520606060606061,0.21419192319715108,0.01634343434343435,0.013882275894222043,0.0013952212235554546
A,2020,Sample_Plot#44,103,0.6688311688311688,39.805825242718434,11.46525719714178,38.81553398058254,18.890161134894143,0.22305825242718447,0.1783486794886562,0.014466019417475733,0.01163565811984746,0.0011464954616195796
A,2020,Sample_Plot#45,113,0.7337662337662337,53.54867256637167,14.021661272093617,45.61946902654865,20.002820597565904,0.30157522123893804,0.23146450689459833,0.01958407079646017,0.015083532685702557,0.0014189393966386483
A,2020,Sample_Plot#46,97,0.6298701298701299,39.34020618556701,11.514381042434632,38.855670103092784,17.93099602801531,0.21919587628865977,0.21110925484880544,0.014247422680412375,0.013732588163315398,0.0013943330728981619
B,2015,Sample_Plot#01,57,0.37012987012987014,100.08771929824562,27.72136920819284,131.49122807017542,64.26316507895415,3.0964912280701755,4.200996689234281,0.12403508771929825,0.16740519330912992,0.022173359527867115
B,2015,Sample_Plot#02,40,0.2597402597402597,131.575,42.51569091945907,119.825,74.78238086059768,2.92075,5.8104831819472915,0.118,0.23255768515161335,0.03677059862277092
B,2015,Sample_Plot#03,69,0.44805194805194803,78.40579710144928,14.197471647921011,137.68115942028984,38.32772485751826,2.880434782608696,1.8636787109359565,0.1155072463768116,0.07437061864275471,0.008953170369824437
B,2015,Sample_Plot#04,88,0.5714285714285714,102.72727272727272,43.81694609269663,124.25,72.04201360413194,3.0063636363636363,4.5922548944580575,0.1206818181818182,0.18322648163862046,0.01953200857033599
B,2015,Sample_Plot#05,14,0.09090909090909091,147.85714285714286,26.79798253846487,260.2857142857143,117.98398103225615,12.778571428571428,15.016235755466026,0.5107142857142857,0.6004288760251585,0.16047136708656495
B,2015,Sample_Plot#06,35,0.22727272727272727,127.65714285714287,72.05591899479788,141.2,118.21112717606283,5.236571428571429,11.189389654504673,0.2105714285714286,0.44806080769797074,0.07573609960060713
B,2015,Sample_Plot#07,35,0.22727272727272727,111.91428571428571,30.96997732963845,169.17142857142858,83.78596180123483,5.316571428571429,6.105050437165621,0.21228571428571427,0.24323899786842082,0.04111489479287928
B,2016,Sample_Plot#01,18,0.11688311688311688,130.77777777777777,27.08929798572634,154.16666666666666,75.66819986353737,4.313888888888889,4.957297815744675,0.17277777777777778,0.19682197257646034,0.046391383831775934
B,2016,Sample_Plot#02,33,0.21428571428571427,137.87878787878788,26.428863927245306,173.96969696969697,66.10856830268149,5.1033333333333335,4.006014748683119,0.20454545454545456,0.16031396751942165,0.0279070796827388
B,2016,Sample_Plot#03,21,0.13636363636363635,101.9047619047619,23.689459178936023,151.71428571428572,90.4500651504148,4.632857142857143,6.784955521488068,0.18476190476190477,0.2714888404266195,0.05924372198051291
B,2016,Sample_Plot#04,19,0.12337662337662338,97.42105263157895,34.12447116313662,168.6315789473684,80.22206022889478,5.1489473684210525,5.211000005050047,0.2063157894736842,0.20710197505136313,0.047512451592451245
B,2016,Sample_Plot#06,56,0.36363636363636365,139.76785714285717,34.344771242334865,177.875,89.09750787250398,5.973928571428572,7.486074995027022,0.23857142857142857,0.29952950118130617,0.040026313237562436
B,2016,Sample_Plot#07,70,0.45454545454545453,98.25714285714285,27.250680467124575,119.02857142857144,40.66190448307207,2.2142857142857144,2.2853208771170768,0.08914285714285715,0.09083737430941384,0.010857142857142848
B,2016,Sample_Plot#08,90,0.5844155844155844,107.42222222222222,28.650147666257794,117.22222222222224,48.008374217486704,2.2605555555555554,2.5651468456163538,0.09022222222222225,0.10313052466947763,0.010870911808124434
B,2016,Sample_Plot#09,34,0.22077922077922077,113.64705882352942,43.713864628791555,137.58823529411765,82.80320504961395,3.8055882352941177,5.6732766392369705,0.1523529411764706,0.22815543377439934,0.03912833408488486
B,2016,Sample_Plot#10,85,0.551948051948052,107.84705882352941,32.115678518796535,115.23529411764706,63.583774333892904,2.492,4.070827340737411,0.0991764705882353,0.16304550755851563,0.01768476829997198
B,2016,Sample_Plot#11,55,0.35714285714285715,102.58181818181818,29.548259903074893,142.4,76.43699899142311,3.8421818181818184,5.451941784867959,0.15381818181818183,0.2176940676056816,0.029353862087762854
B,2016,Sample_Plot#12,90,0.5844155844155844,176.51111111111112,41.23657273993355,162.51111111111112,53.07494054031811,4.245555555555556,2.724579799005447,0.171,0.10812030336620407,0.011396880664852505
B,2016,Sample_Plot#13,25,0.16233766233766234,95.76,36.33900567342664,151.88,74.42183819283153,4.1864,4.715135982485906,0.168,0.1887017046381228,0.03774034092762456
B,2016,Sample_Plot#14,33,0.21428571428571427,87.96969696969697,27.945801169948652,132.72727272727272,58.617548954682036,3.0272727272727273,4.08175381478911,0.12212121212121212,0.1626875374713283,0.02832026517621359
B,2017,Sample_Plot#01,58,0.37662337662337664,99.8103448275862,43.16653060869368,85.98275862068965,33.59589123756024,1.1427586206896552,1.0443797674259065,0.04586206896551724,0.041634773032512666,0.005466913529823411
B,2017,Sample_Plot#02,11,0.07142857142857142,48.63636363636363,9.036290469797075,83.18181818181819,29.002821179389368,1.019090909090909,0.8327839401123746,0.04,0.033763886032268264,0.010180194675759577
B,2017,Sample_Plot#03,67,0.43506493506493504,108.29850746268656,30.944728304830722,93.6268656716418,50.92800498293928,1.5761194029850747,1.9673547501148938,0.0637313432835821,0.07892911704729264,0.009642726373201519
B,2017,Sample_Plot#04,34,0.22077922077922077,98.20588235294117,36.29490273233111,109.88235294117646,64.04958529228804,2.3064705882352943,3.34079820107723,0.09205882352941176,0.13391040450591438,0.022965444908625354
B,2017,Sample_Plot#05,24,0.15584415584415584,64.625,14.120021246442938,115.375,14.058302513647137,1.8345833333333332,0.4728358403125316,0.07416666666666667,0.01931808494124356,0.00394328757614919
B,2017,Sample_Plot#06,16,0.1038961038961039,70.625,27.074896121684382,95.8125,37.748675473452046,1.43125,1.0852703196285554,0.0575,0.042817441928883766,0.010704360482220942
B,2017,Sample_Plot#07,68,0.44155844155844154,111.52941176470588,33.239731031580256,90.20588235294119,48.37587866409524,1.4470588235294117,1.9313826605731899,0.05808823529411764,0.07767627719342875,0.00941963221980185
B,2017,Sample_Plot#08,30,0.19480519480519481,103.46666666666667,28.766279748599967,109.6,55.77207310053156,2.131666666666667,2.9033216213126667,0.08533333333333333,0.1161964250543118,0.021214467701235005
B,2017,Sample_Plot#09,39,0.2532467532467532,55.15384615384615,15.112801233841568,93.8974358974359,34.385427506885954,1.7564102564102564,1.6993891893071886,0.07,0.06863327411532597,0.010990119473685622
B,2017,Sample_Plot#10,35,0.22727272727272727,97.4,36.07361753904009,107.2,65.065487372791,2.2414285714285715,3.313719380764428,0.08942857142857144,0.13284096766086748,0.022454221804167084
B,2017,Sample_Plot#11,57,0.37012987012987014,110.89473684210526,33.22901282363174,89.24561403508773,42.686264394062405,1.3389473684210527,1.8109278247534235,0.05350877192982456,0.07286217978559091,0.009650831473230571
B,2018,Sample_Plot#01,23,0.14935064935064934,57.17391304347826,8.34294570778235,93.34782608695652,11.550713065954664,1.1686956521739131,0.3197343264738582,0.044782608695652176,0.013097385310674973,0.0027309936237351305
B,2018,Sample_Plot#02,21,0.13636363636363635,98.33333333333334,33.291640592396966,84.19047619047619,94.67080809183952,2.3923809523809525,6.318736348956099,0.09523809523809522,0.2543937705137263,0.055513271890684564
B,2018,Sample_Plot#03,30,0.19480519480519481,64,29.95398770298113,88.8,55.97129806335163,1.5336666666666667,2.353729957459793,0.06066666666666667,0.09402616412589573,0.017166750362478705
B,2018,Sample_Plot#04,27,0.17532467532467533,84.62962962962963,35.08029048663623,117.85185185185185,41.85295109869214,2.175925925925926,1.7843944442761335,0.08703703703703704,0.07161944379387997,0.013783168384535957
B,2018,Sample_Plot#05,17,0.11038961038961038,97.05882352941177,25.92409735225919,152.76470588235293,56.08088958344534,3.7994117647058823,2.272318393701231,0.1535294117647059,0.09205576954152495,0.022326803603954375
B,2018,Sample_Plot#06,7,0.045454545454545456,75.14285714285714,31.418829659025448,90.42857142857143,34.335876003859006,1.2342857142857142,0.8981807008773744,0.05,0.03651483716701107,0.013801311186847083
B,2018,Sample_Plot#07,82,0.5324675324675324,59.646341463414636,19.55705294217914,83.29268292682926,26.544389937564635,1.0107317073170732,0.6771049127962753,0.041463414634146344,0.02780540631415213,0.0030705934524029935
B,2019,Sample_Plot#01,18,0.11688311688311688,80.83333333333333,38.08851919040234,38.05555555555556,64.89309962611563,0.8122222222222223,2.969772333432026,0.032777777777777774,0.11969596560873108,0.028212609654201845
B,2019,Sample_Plot#02,27,0.17532467532467533,88.70370370370371,21.10379990358065,123.74074074074073,50.308733446278104,2.5122222222222224,2.0824492483119177,0.09962962962962964,0.08331965699740512,0.016034875465413045
B,2019,Sample_Plot#03,15,0.09740259740259741,72.66666666666666,35.94970031002974,79.53333333333333,51.46270031595237,1.202,1.3508685036989034,0.04733333333333333,0.05457192719792144,0.014090411013866221
B,2019,Sample_Plot#04,25,0.16233766233766234,89.47999999999999,30.278044851013746,106.03999999999999,63.39458441644155,2.152,2.81729628071549,0.0856,0.11273420066687834,0.022546840133375667
B,2019,Sample_Plot#05,42,0.2727272727272727,59.142857142857146,10.001393631112611,64.02380952380952,23.01058939179864,0.5921428571428572,0.4568371418963523,0.023095238095238096,0.01841103794560781,0.0028408848312864755
B,2019,Sample_Plot#06,59,0.38311688311688313,55.3728813559322,12.377535692960395,82,39.744442248636126,1.12135593220339,1.3467885910784325,0.04508474576271187,0.05379952830699295,0.00700410200156942
B,2019,Sample_Plot#07,25,0.16233766233766234,64.28,25.361585123962577,90.88,42.41788144953337,1.3603999999999998,1.1722538121072585,0.0552,0.04805552344250694,0.009611104688501387
B,2020,Sample_Plot#02,24,0.15584415584415584,20.833333333333332,1.685401943200769,10.458333333333334,1.8876985450811388,0.01034705,0.0051184396820838285,4.1387499999999996e-4,2.0475366376718863e-4,4.1795166599583686e-5
B,2020,Sample_Plot#04,15,0.09740259740259741,23.933333333333334,5.257194616722424,6.933333333333334,1.3870146083619754,0.0045628533333333336,0.0019641199890124065,1.8251333333333333e-4,7.856618562593912e-5,2.0285701900286848e-5
B,2020,Sample_Plot#05,46,0.2987012987012987,64.69565217391305,9.646806184702655,13.804347826086957,4.1666376810586,0.021271182608695652,0.015591153981099585,8.508565217391304e-4,6.236442684922137e-4,9.195133089128188e-5
B,2020,Sample_Plot#06,24,0.15584415584415584,48,11.813772360736614,73.95833333333334,51.5663179306758,1.1054005666666666,1.6633137569330094,0.0442160125,0.06653255289144792,0.013580900489065082
B,2020,Sample_Plot#07,10,0.06493506493506493,63.3,12.987600924642617,91.7,15.246493221575761,1.13928853,0.36907039518694973,0.04557153,0.014762806989492209,0.004668409474424881
